task,condition,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label,reward
safe_risky_choice,baseline,13951,5.132276785714286,0.4446985025959715,1400,1400,sum of products for game outcomes,
safe_risky_choice,baseline,4162,4.362866908482143,1.5423840491184926,1400,1400,risk or possibility,
safe_risky_choice,baseline,5107,4.339933035714286,3.204889117165878,906,1400,result in outcomes,
safe_risky_choice,baseline,11007,3.9854017857142856,1.0690855808555473,1400,1400,"gar, gu, guarantee, assure",
safe_risky_choice,baseline,26699,3.80078125,0.06411759934494664,1400,1400,making a choice,
safe_risky_choice,baseline,47380,3.7710825892857143,0.1645412865389275,1400,1400,user's choice or preference,
safe_risky_choice,baseline,48258,3.4994391741071427,0.6556113540340441,1400,1400,roles and fields,
safe_risky_choice,baseline,56793,3.293861607142857,2.0541505243031093,1009,1400,guaranteed or guarantee,
safe_risky_choice,baseline,20504,3.2626450892857144,0.5344973751777147,1400,1400,safe contexts,
safe_risky_choice,baseline,28895,3.1139397321428572,0.035722165355640594,1400,1400,explanation or reason,
safe_risky_choice,baseline,16735,3.1001785714285712,0.03929177611513547,1400,1400,lines following new lines,
safe_risky_choice,baseline,20687,3.0466629464285715,1.7162567520025795,1063,1400,code markers and syntax,
safe_risky_choice,baseline,35492,2.8984151785714287,2.7628354322358444,734,1400,probability and percentages,
safe_risky_choice,baseline,24356,2.8629017857142856,0.2495827552894709,1400,1400,explaining a reason,
safe_risky_choice,baseline,46963,2.803549107142857,0.7041805777589673,1400,1400,expressing certainty,
safe_risky_choice,baseline,13815,2.7525892857142855,0.2220508115242961,1400,1400,because followed by a reason,
safe_risky_choice,baseline,51890,2.744907924107143,0.7842142007431203,1400,1400,use bricks to create,
safe_risky_choice,baseline,11251,2.725297154017857,2.4808104054733855,767,1400,certain + qualifier,
safe_risky_choice,baseline,46790,2.685157470703125,1.8243010618867088,989,1400,chance to or chance of,
safe_risky_choice,baseline,17968,2.68232421875,0.7785213868094285,1400,1400,potential risks and consequences,
safe_risky_choice,baseline,5941,2.560703125,0.03344022487646742,1400,1400,structural delimiters often preceding content,
safe_risky_choice,baseline,12990,2.5244949776785712,1.1751861628826437,1400,1400,discussing risks and guarantees,
safe_risky_choice,baseline,63568,2.4770200892857144,0.31910836365551776,1400,1400,"period is 5 years, result of adding",
safe_risky_choice,baseline,47878,2.4751004464285713,1.4462937418320934,1124,1400,"50 Shades, years, amounts",
safe_risky_choice,baseline,1767,2.4693031311035156,1.7618551024083637,1171,1400,no followed by a word,
safe_risky_choice,baseline,20778,2.4686160714285714,0.6270532535952492,1400,1400,"returns, profit, rewards",
safe_risky_choice,baseline,32446,2.2953348214285714,0.5790028848553688,1345,1400,legal and business terms,
safe_risky_choice,baseline,23752,2.288560267857143,0.06159862514712815,1400,1400,choose or select,
safe_risky_choice,baseline,35874,2.280616629464286,1.3379599805491327,1184,1400,negation or absence,
safe_risky_choice,baseline,54718,2.270005580357143,0.25141036667498173,1400,1400,"Rapunzel, New York, cabinet, step, fine",
safe_risky_choice,baseline,35908,2.247455357142857,0.03767830695574514,1400,1400,past tense verbs,
safe_risky_choice,baseline,27030,2.1733872767857143,0.2897703794841714,1400,1400,risk and its management,
safe_risky_choice,baseline,36960,2.0962869698660715,1.4240036249066723,1312,1400,half and remaining counts,
safe_risky_choice,baseline,27138,2.0917215401785714,0.3130669988605599,1400,1400,business partnerpassive incomeeffective troubleshootingpurple cowurban fantasy,
safe_risky_choice,baseline,20090,2.089455915178571,0.7643254690131676,1400,1400,"provide, offer, bring",
safe_risky_choice,baseline,23608,2.0832254464285715,0.14055759926356906,1400,1400,option trading strategies,
safe_risky_choice,baseline,43377,2.0757700892857143,0.15353369934364114,1400,1400,business operations and decisions,
safe_risky_choice,baseline,46715,2.0688950892857143,1.9911160449975396,734,1400,percentages and numerical values,
safe_risky_choice,baseline,56988,2.026180245535714,0.9967401438745013,1400,1400,secure stable stability security,
safe_risky_choice,baseline,14706,1.9416765485491072,1.2406745296763073,1047,1400,comma followed by while,
safe_risky_choice,baseline,58975,1.93056640625,0.9933852390865038,1400,1400,risks outweigh benefits,
safe_risky_choice,baseline,50372,1.8881780133928572,0.9990538351037965,1218,1400,numbers in arithmetic expressions,
safe_risky_choice,baseline,62065,1.8800187465122769,0.8438821258512897,1390,1400,zero or equals zero,
safe_risky_choice,baseline,50689,1.8575558035714286,0.32547291907147663,1400,1400,maximum limit payoff,
safe_risky_choice,baseline,11983,1.8461704799107144,1.0270894939271111,1400,1400,wise and smart evaluations,
safe_risky_choice,baseline,65310,1.8239522879464285,1.6990455423944975,770,1400,amount of,
safe_risky_choice,baseline,9403,1.811063232421875,1.4218006139500534,1376,1400,end of sentence punctuation,
safe_risky_choice,baseline,3766,1.7568122209821428,0.9908298069866446,1082,1400,no,
safe_risky_choice,baseline,20906,1.7567801339285714,0.4819955485724123,1400,1400,taking risks and responsibility,
safe_risky_choice,baseline,64296,1.7508035714285715,0.32160617651816514,1400,1400,"when, for, with, good",
safe_risky_choice,baseline,36284,1.7349832589285714,0.17224803693866422,1400,1400,coin landing on heads,
safe_risky_choice,baseline,32828,1.7336216517857144,0.09750702485827996,1400,1400,explaining why,
safe_risky_choice,baseline,24430,1.7320786830357142,0.36842610827456057,1345,1400,second place time velocity computer generation help discriminator qualification macros,
safe_risky_choice,baseline,57325,1.7108928571428572,0.3565264602643429,1400,1400,social dynamics and inclusivity,
safe_risky_choice,baseline,6586,1.7032589285714286,0.1582441922793591,1400,1400,explaining why,
safe_risky_choice,baseline,17137,1.692455357142857,0.038097885766439826,1400,1400,technical or code syntax,
safe_risky_choice,baseline,16666,1.6793191964285714,0.16879067080930793,1400,1400,because or unless,
safe_risky_choice,baseline,9733,1.6679520089285715,0.09360852270657696,1400,1400,selecting or choosing,
