task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,steering,10,1,4162,5.7125,0.2999999999999938,40,40,risk or possibility
safe_risky_choice,steering,10,2,13951,5.3125,0.0,40,40,sum of products for game outcomes
safe_risky_choice,steering,10,3,11007,5.15625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,steering,10,4,56793,4.71875,0.0,40,40,guaranteed or guarantee
safe_risky_choice,steering,10,5,60228,4.646875,0.6843750000000031,40,40,"artificial intelligence, such as, due to"
safe_risky_choice,steering,10,6,46963,4.34375,0.0,40,40,expressing certainty
safe_risky_choice,steering,10,7,53370,4.0,0.0,40,40,rewarding positive outcomes
safe_risky_choice,steering,10,8,47380,3.953125,0.0,40,40,user's choice or preference
safe_risky_choice,steering,10,9,26699,3.875,0.0,40,40,making a choice
safe_risky_choice,steering,10,10,48258,3.62890625,0.06772585910999686,40,40,roles and fields
safe_risky_choice,steering,15,1,5107,6.9,0.045927932677144366,40,40,result in outcomes
safe_risky_choice,steering,15,2,13951,5.65625,0.3630921887069453,40,40,sum of products for game outcomes
safe_risky_choice,steering,15,3,35492,5.65,0.045927932677144366,40,40,probability and percentages
safe_risky_choice,steering,15,4,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,steering,15,5,4162,4.8875,0.09185586535434674,40,40,risk or possibility
safe_risky_choice,steering,15,6,56793,4.75,0.0,40,40,guaranteed or guarantee
safe_risky_choice,steering,15,7,46963,4.25,0.0,40,40,expressing certainty
safe_risky_choice,steering,15,8,46715,4.003125,0.022963966338688215,40,40,percentages and numerical values
safe_risky_choice,steering,15,9,53370,3.984375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,steering,15,10,47380,3.9375,0.0,40,40,user's choice or preference
safe_risky_choice,steering,20,1,4162,5.90625,0.0,40,40,risk or possibility
safe_risky_choice,steering,20,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,steering,20,3,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,steering,20,4,56793,4.75,0.0,40,40,guaranteed or guarantee
safe_risky_choice,steering,20,5,46963,4.25,0.0,40,40,expressing certainty
safe_risky_choice,steering,20,6,53370,3.96875,0.0,40,40,rewarding positive outcomes
safe_risky_choice,steering,20,7,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky_choice,steering,20,8,26699,3.875,0.0,40,40,making a choice
safe_risky_choice,steering,20,9,12745,3.765625,0.0,40,40,leaving or exiting
safe_risky_choice,steering,20,10,48258,3.65625,0.046351240544355556,40,40,roles and fields
safe_risky_choice,steering,25,1,4162,5.8125,0.0,40,40,risk or possibility
safe_risky_choice,steering,25,2,13951,5.28125,0.0,40,40,sum of products for game outcomes
safe_risky_choice,steering,25,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,steering,25,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,steering,25,5,64296,4.375,0.0,40,40,"when, for, with, good"
safe_risky_choice,steering,25,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,steering,25,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,steering,25,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky_choice,steering,25,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,steering,25,10,12745,3.78125,0.0,40,40,leaving or exiting
safe_risky_choice,steering,30,1,4162,5.96875,0.0,40,40,risk or possibility
safe_risky_choice,steering,30,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,steering,30,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,steering,30,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,steering,30,5,64296,4.246484375,0.2790383418819624,40,40,"when, for, with, good"
safe_risky_choice,steering,30,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,steering,30,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,steering,30,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky_choice,steering,30,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,steering,30,10,12745,3.796875,0.0,40,40,leaving or exiting
safe_risky_choice,steering,35,1,4162,6.0421875,0.12685152184247084,40,40,risk or possibility
safe_risky_choice,steering,35,2,13951,5.40625,0.0,40,40,sum of products for game outcomes
safe_risky_choice,steering,35,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,steering,35,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,steering,35,5,46963,4.15625,0.0,40,40,expressing certainty
safe_risky_choice,steering,35,6,64296,4.0298828125,0.5268831538862458,40,40,"when, for, with, good"
safe_risky_choice,steering,35,7,53370,3.90625,0.0,40,40,rewarding positive outcomes
safe_risky_choice,steering,35,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky_choice,steering,35,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,steering,35,10,48258,3.72265625,0.015128841196122723,40,40,roles and fields
safe_risky_choice,steering,40,1,4162,6.0625,0.0,40,40,risk or possibility
safe_risky_choice,steering,40,2,13951,5.375,0.0,40,40,sum of products for game outcomes
