task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,dose_altruism_01,10,1,60228,5.96875,0.0,8,8,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_01,10,2,40158,4.65625,0.0,8,8,low X
ultimatum_response,dose_altruism_01,10,3,26699,4.34375,0.0,8,8,making a choice
ultimatum_response,dose_altruism_01,10,4,58448,4.21875,0.0,8,8,such a
ultimatum_response,dose_altruism_01,10,5,29461,4.099609375,0.24443731971915494,8,8,better financial offers
ultimatum_response,dose_altruism_01,10,6,58909,4.0625,0.0,8,8,fair and
ultimatum_response,dose_altruism_01,10,7,20797,4.03125,0.0,8,8,expressing apparent states or perceptions
ultimatum_response,dose_altruism_01,10,8,42295,3.73095703125,1.6576168969591105,8,8,future outcomes and planning
ultimatum_response,dose_altruism_01,10,9,24356,3.703125,0.0,8,8,explaining a reason
ultimatum_response,dose_altruism_01,10,10,50689,3.6875,0.027063293868263706,8,8,maximum limit payoff
