task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,dose_risk_05_03,1,13951,5.554285714285714,0.1712595893337822,1400,1400,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,2,26699,3.7589285714285716,0.06418332620115069,1400,1400,making a choice
safe_risky_choice,dose_risk_05_03,3,47380,3.6390401785714284,0.15324657911575953,1400,1400,user's choice or preference
safe_risky_choice,dose_risk_05_03,4,48258,3.6068861607142857,0.16791993647322304,1400,1400,roles and fields
safe_risky_choice,dose_risk_05_03,5,20504,3.517857142857143,0.8004431917710033,1352,1400,safe contexts
safe_risky_choice,dose_risk_05_03,6,60836,3.3485588727678572,2.3862321764240706,989,1400,multiplication and digits
safe_risky_choice,dose_risk_05_03,7,46963,3.321469203404018,0.8017539916681712,1400,1400,expressing certainty
safe_risky_choice,dose_risk_05_03,8,57461,3.279419642857143,2.09765646982954,994,1400,"expectation, anticipation, prediction"
safe_risky_choice,dose_risk_05_03,9,16735,3.204017857142857,0.012907885977491478,1400,1400,lines following new lines
safe_risky_choice,dose_risk_05_03,10,11007,3.1672000558035713,1.4617106338369026,1382,1400,"gar, gu, guarantee, assure"
