task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,dose_risk_05_03,10,1,13951,5.3125,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,10,2,4162,5.2375,0.4943429983321313,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,10,3,11007,5.15625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,10,4,56793,4.71875,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,10,5,46963,4.34375,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,10,6,53370,4.0,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,10,7,5107,3.9890625,3.4295045509291495,23,40,result in outcomes
safe_risky_choice,dose_risk_05_03,10,8,47380,3.953125,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_05_03,10,9,26699,3.875,0.0,40,40,making a choice
safe_risky_choice,dose_risk_05_03,10,10,48258,3.74765625,0.1387263317369394,40,40,roles and fields
safe_risky_choice,dose_risk_05_03,15,1,5107,6.91875,0.037500000000030315,40,40,result in outcomes
safe_risky_choice,dose_risk_05_03,15,2,13951,5.9,0.34369317712168673,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,15,3,35492,5.66875,0.037500000000030315,40,40,probability and percentages
safe_risky_choice,dose_risk_05_03,15,4,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,15,5,4162,4.85,0.07500000000001326,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,15,6,56793,4.75,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,15,7,46963,4.25,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,15,8,46715,3.99375,0.018750000000015157,40,40,percentages and numerical values
safe_risky_choice,dose_risk_05_03,15,9,53370,3.984375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,15,10,60836,3.978466796875,2.374341320753911,40,40,multiplication and digits
safe_risky_choice,dose_risk_05_03,20,1,4162,5.90625,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,20,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,20,3,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,20,4,56793,4.75,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,20,5,46963,4.25,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,20,6,53370,3.96875,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,20,7,60228,3.925,1.9625000000000006,32,40,"artificial intelligence, such as, due to"
safe_risky_choice,dose_risk_05_03,20,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_05_03,20,9,26699,3.875,0.0,40,40,making a choice
safe_risky_choice,dose_risk_05_03,20,10,12745,3.765625,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_05_03,25,1,4162,5.8125,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,25,2,13951,5.28125,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,25,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,25,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,25,5,64296,4.340234375,0.21711125853807553,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_05_03,25,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,25,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,25,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_05_03,25,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_05_03,25,10,12745,3.78125,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_05_03,30,1,4162,5.96875,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,30,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,30,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,30,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,30,5,64296,4.228125,0.2937499999999949,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_05_03,30,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,30,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,30,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_05_03,30,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_05_03,30,10,12745,3.796875,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_05_03,35,1,4162,6.0421875,0.12685152184247084,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,35,2,13951,5.40625,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,35,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,35,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,35,5,46963,4.15625,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,35,6,64296,4.0482421875,0.5257931122710008,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_05_03,35,7,53370,3.90625,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,35,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_05_03,35,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_05_03,35,10,48258,3.7234375,0.01490530002210879,40,40,roles and fields
safe_risky_choice,dose_risk_05_03,40,1,4162,6.0625,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,40,2,13951,5.375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,40,3,11007,4.96875,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,40,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_05_03,40,5,64296,4.233984375,0.3197114692718755,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_05_03,40,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_05_03,40,7,53370,3.90625,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_05_03,40,8,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_05_03,40,9,47380,3.84375,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_05_03,40,10,12745,3.765625,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_05_03,45,1,4162,6.15625,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_05_03,45,2,13951,5.4375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_05_03,45,3,11007,4.96875,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_05_03,45,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
