task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,baseline,1,5107,6.7265625,0.020669932117692115,8,8,result in outcomes
safe_risky_choice,baseline,2,35492,5.62890625,0.028969525340217434,8,8,probability and percentages
safe_risky_choice,baseline,3,13951,5.33203125,0.48486303538828107,8,8,sum of products for game outcomes
safe_risky_choice,baseline,4,4162,5.265625,0.15857643070456592,8,8,risk or possibility
safe_risky_choice,baseline,5,11007,4.78125,0.4841229182759271,8,8,"gar, gu, guarantee, assure"
safe_risky_choice,baseline,6,56793,4.6875,0.12103072956898178,8,8,guaranteed or guarantee
safe_risky_choice,baseline,7,46715,4.10546875,0.051674830294230284,8,8,percentages and numerical values
safe_risky_choice,baseline,8,47380,4.005859375,0.06807978538255224,8,8,user's choice or preference
safe_risky_choice,baseline,9,48258,3.96484375,0.12444947126620305,8,8,roles and fields
safe_risky_choice,baseline,10,46790,3.88671875,0.02174907954230477,8,8,chance to or chance of
