task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,barely_prompting,1,11007,6.529497767857142,0.8907915525631044,1400,1400,"gar, gu, guarantee, assure"
safe_risky_choice,barely_prompting,2,5107,6.033169642857143,1.5391887677407103,1315,1400,result in outcomes
safe_risky_choice,barely_prompting,3,4162,5.549620535714285,0.537685997181345,1400,1400,risk or possibility
safe_risky_choice,barely_prompting,4,65178,5.489744175502232,3.294620498704673,1400,1400,risk tolerance and management
safe_risky_choice,barely_prompting,5,35492,5.371875,1.2253894242531347,1331,1400,probability and percentages
safe_risky_choice,barely_prompting,6,13951,5.082611607142857,0.08787841539345029,1400,1400,sum of products for game outcomes
safe_risky_choice,barely_prompting,7,20504,4.688404017857143,0.20009428300987228,1400,1400,safe contexts
safe_risky_choice,barely_prompting,8,56793,4.355446428571429,0.20726528094128985,1400,1400,guaranteed or guarantee
safe_risky_choice,barely_prompting,9,26699,3.807845982142857,0.03220308214257004,1400,1400,making a choice
safe_risky_choice,barely_prompting,10,47380,3.761752232142857,0.13625462903971972,1400,1400,user's choice or preference
safe_risky_choice,baseline,1,13951,5.1325,0.4456521730845707,1400,1400,sum of products for game outcomes
safe_risky_choice,baseline,2,4162,4.347659040178572,1.5644973979910912,1400,1400,risk or possibility
safe_risky_choice,baseline,3,5107,4.3059151785714285,3.214680033399232,899,1400,result in outcomes
safe_risky_choice,baseline,4,11007,3.9850111607142855,1.0751168469191887,1400,1400,"gar, gu, guarantee, assure"
safe_risky_choice,baseline,5,26699,3.800680803571429,0.06414675173949635,1400,1400,making a choice
safe_risky_choice,baseline,6,47380,3.7706361607142855,0.16477894126621348,1400,1400,user's choice or preference
safe_risky_choice,baseline,7,48258,3.485795200892857,0.6840948413926807,1400,1400,roles and fields
safe_risky_choice,baseline,8,56793,3.2924107142857144,2.056859750794588,1008,1400,guaranteed or guarantee
safe_risky_choice,baseline,9,20504,3.259888392857143,0.535785407760275,1400,1400,safe contexts
safe_risky_choice,baseline,10,28895,3.1139397321428572,0.035722165355640594,1400,1400,explanation or reason
safe_risky_choice,lite_steering,1,13951,5.002723214285714,0.5242204090160519,1400,1400,sum of products for game outcomes
safe_risky_choice,lite_steering,2,26699,3.7532631138392856,0.12229269029426035,1400,1400,making a choice
safe_risky_choice,lite_steering,3,47380,3.6947879464285713,0.1947502720972256,1400,1400,user's choice or preference
safe_risky_choice,lite_steering,4,53370,3.1215339006696428,1.3710221262423816,1181,1400,rewarding positive outcomes
safe_risky_choice,lite_steering,5,28895,3.1182700892857143,0.03409299729746519,1400,1400,explanation or reason
safe_risky_choice,lite_steering,6,16735,3.071294642857143,0.046468603963715556,1400,1400,lines following new lines
safe_risky_choice,lite_steering,7,11007,2.9628348214285714,1.8220899047010515,1051,1400,"gar, gu, guarantee, assure"
safe_risky_choice,lite_steering,8,20504,2.9385825892857143,1.8880704350707853,1048,1400,safe contexts
safe_risky_choice,lite_steering,9,20778,2.933978794642857,0.6373339558878671,1400,1400,"returns, profit, rewards"
safe_risky_choice,lite_steering,10,24356,2.9092075892857143,0.23753775225889373,1400,1400,explaining a reason
safe_risky_choice,slightly_prompting,1,13951,4.840691964285714,0.554701077280656,1400,1400,sum of products for game outcomes
safe_risky_choice,slightly_prompting,2,59931,4.375200892857142,0.5974409142551215,1398,1400,modifying with slightly
safe_risky_choice,slightly_prompting,3,14573,4.0166015625,1.637019943372819,1398,1400,"as having, more interested"
safe_risky_choice,slightly_prompting,4,20906,3.859676339285714,0.3055004263141352,1400,1400,taking risks and responsibility
safe_risky_choice,slightly_prompting,5,26699,3.7088727678571427,0.04623362095998943,1400,1400,making a choice
safe_risky_choice,slightly_prompting,6,19556,3.661138392857143,1.8162259159987861,1125,1400,personality traits
safe_risky_choice,slightly_prompting,7,47380,3.5896540178571428,0.11597046121526824,1400,1400,user's choice or preference
safe_risky_choice,slightly_prompting,8,11007,3.4960379464285714,1.7436331111462997,1215,1400,"gar, gu, guarantee, assure"
safe_risky_choice,slightly_prompting,9,48258,3.4706712668282647,0.8147081294258907,1387,1400,roles and fields
safe_risky_choice,slightly_prompting,10,50372,3.3511049107142856,0.40590414950623105,1388,1400,numbers in arithmetic expressions
safe_risky_choice,steering,1,13951,4.946383928571429,0.4320506076825401,1400,1400,sum of products for game outcomes
safe_risky_choice,steering,2,26699,3.7369084821428573,0.06954215099567101,1400,1400,making a choice
safe_risky_choice,steering,3,47380,3.6572098214285713,0.15827742531189173,1400,1400,user's choice or preference
safe_risky_choice,steering,4,28895,3.119185267857143,0.03343664877980936,1400,1400,explanation or reason
safe_risky_choice,steering,5,16735,3.064732142857143,0.0465191638492247,1400,1400,lines following new lines
safe_risky_choice,steering,6,24356,2.970736607142857,0.3223615234942918,1400,1400,explaining a reason
safe_risky_choice,steering,7,20778,2.938621651785714,0.5317311757893377,1400,1400,"returns, profit, rewards"
safe_risky_choice,steering,8,53370,2.8257798549107145,1.5447113896602696,1116,1400,rewarding positive outcomes
safe_risky_choice,steering,9,20906,2.7402232142857144,0.5835287354846544,1400,1400,taking risks and responsibility
safe_risky_choice,steering,10,17968,2.7032798549107144,1.1305810333228405,1400,1400,potential risks and consequences
