task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,dose_altruism_03,10,1,60228,5.96875,0.0,8,8,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_03,10,2,40158,4.65625,0.0,8,8,low X
ultimatum_response,dose_altruism_03,10,3,31084,4.5703125,3.540148839892717,5,8,willing to
ultimatum_response,dose_altruism_03,10,4,26699,4.34375,0.0,8,8,making a choice
ultimatum_response,dose_altruism_03,10,5,58448,4.21875,0.0,8,8,such a
ultimatum_response,dose_altruism_03,10,6,58909,4.0625,0.0,8,8,fair and
ultimatum_response,dose_altruism_03,10,7,5546,4.056640625,0.5372443012345356,8,8,fair distribution
ultimatum_response,dose_altruism_03,10,8,20797,4.03125,0.0,8,8,expressing apparent states or perceptions
ultimatum_response,dose_altruism_03,10,9,29461,3.923828125,0.1588528325592886,8,8,better financial offers
ultimatum_response,dose_altruism_03,10,10,42295,3.748046875,1.708638357828185,8,8,future outcomes and planning
