task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,dose_risk_04_02,1,4162,5.4375,0.4841229182759271,8,8,risk or possibility
safe_risky_choice,dose_risk_04_02,2,13951,5.3125,0.0,8,8,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,3,11007,5.15625,0.0,8,8,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,4,56793,4.71875,0.0,8,8,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,5,46963,4.34375,0.0,8,8,expressing certainty
safe_risky_choice,dose_risk_04_02,6,60228,4.01953125,1.1044054073169587,8,8,"artificial intelligence, such as, due to"
safe_risky_choice,dose_risk_04_02,7,53370,4.0,0.0,8,8,rewarding positive outcomes
safe_risky_choice,dose_risk_04_02,8,47380,3.953125,0.0,8,8,user's choice or preference
safe_risky_choice,dose_risk_04_02,9,26699,3.875,0.0,8,8,making a choice
safe_risky_choice,dose_risk_04_02,10,48258,3.71875,0.12103072956898178,8,8,roles and fields
