task,condition,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label,reward
ultimatum_response,dose_altruism_04,60228,5.96875,0.0,8,8,"artificial intelligence, such as, due to",
ultimatum_response,dose_altruism_04,40158,4.65625,0.0,8,8,low X,
ultimatum_response,dose_altruism_04,26699,4.34375,0.0,8,8,making a choice,
ultimatum_response,dose_altruism_04,58448,4.21875,0.0,8,8,such a,
ultimatum_response,dose_altruism_04,58909,4.0625,0.0,8,8,fair and,
ultimatum_response,dose_altruism_04,20797,4.03125,0.0,8,8,expressing apparent states or perceptions,
ultimatum_response,dose_altruism_04,5546,3.9609375,0.5290049067884437,8,8,fair distribution,
ultimatum_response,dose_altruism_04,29461,3.92578125,0.15814283187497782,8,8,better financial offers,
ultimatum_response,dose_altruism_04,24356,3.703125,0.0,8,8,explaining a reason,
ultimatum_response,dose_altruism_04,50689,3.703125,0.03125,8,8,maximum limit payoff,
ultimatum_response,dose_altruism_04,31084,3.65625,3.65625,4,8,willing to,
ultimatum_response,dose_altruism_04,10313,3.53125,0.171875,8,8,"refusal, rejection, denied",
ultimatum_response,dose_altruism_04,25885,3.4375,0.0,8,8,such followed by a noun,
ultimatum_response,dose_altruism_04,32595,3.328125,0.0,8,8,ratios and scores,
ultimatum_response,dose_altruism_04,28895,3.3125,0.0,8,8,explanation or reason,
ultimatum_response,dose_altruism_04,42295,3.2529296875,1.9087335636053284,8,8,future outcomes and planning,
ultimatum_response,dose_altruism_04,29014,3.125,0.0,8,8,such a/an adjective,
ultimatum_response,dose_altruism_04,238,3.125,0.0,8,8,accept and its forms,
ultimatum_response,dose_altruism_04,19310,3.078125,0.0,8,8,rejected or denied,
ultimatum_response,dose_altruism_04,50372,3.046875,0.0,8,8,numbers in arithmetic expressions,
ultimatum_response,dose_altruism_04,22551,2.947265625,0.48606920818591703,8,8,game theory variations,
ultimatum_response,dose_altruism_04,11328,2.9375,0.0,8,8,could or would be,
ultimatum_response,dose_altruism_04,20148,2.908203125,0.22075497178627568,8,8,prevention of future events,
ultimatum_response,dose_altruism_04,24257,2.84375,0.0,8,8,guesses out of,
ultimatum_response,dose_altruism_04,16735,2.8125,0.0,8,8,lines following new lines,
ultimatum_response,dose_altruism_04,11566,2.765625,0.0,8,8,offering products or services,
ultimatum_response,dose_altruism_04,47380,2.703125,0.0,8,8,user's choice or preference,
ultimatum_response,dose_altruism_04,5941,2.546875,0.0,8,8,structural delimiters often preceding content,
ultimatum_response,dose_altruism_04,21112,2.546875,0.0,8,8,deciding to act,
ultimatum_response,dose_altruism_04,40790,2.53125,0.0,8,8,a good,
ultimatum_response,dose_altruism_04,13815,2.53125,0.0,8,8,because followed by a reason,
ultimatum_response,dose_altruism_04,37255,2.515625,2.515625,4,8,"willingness, unwillingness, and need",
ultimatum_response,dose_altruism_04,32861,2.509765625,0.29105494700783624,8,8,additional information and conjunctions,
ultimatum_response,dose_altruism_04,12826,2.4140625,0.1015625,8,8,verbs followed by it or your,
ultimatum_response,dose_altruism_04,2031,2.40625,0.0625,8,8,not condone,
ultimatum_response,dose_altruism_04,35908,2.359375,0.0,8,8,past tense verbs,
ultimatum_response,dose_altruism_04,54718,2.2998046875,0.3915796440250005,8,8,"Rapunzel, New York, cabinet, step, fine",
ultimatum_response,dose_altruism_04,53907,2.26953125,0.059369859974885406,8,8,benefits and disadvantages,
ultimatum_response,dose_altruism_04,17286,2.2421875,0.0703125,8,8,accepting invitations and meals,
ultimatum_response,dose_altruism_04,39917,2.1875,0.0,8,8,"small, few, limited",
ultimatum_response,dose_altruism_04,10830,2.1875,0.234375,8,8,had a / have a,
ultimatum_response,dose_altruism_04,37116,2.18359375,1.6948939215400585,5,8,potentially negative outcomes,
ultimatum_response,dose_altruism_04,43377,2.162109375,0.1631180965672858,8,8,business operations and decisions,
ultimatum_response,dose_altruism_04,15708,2.15625,0.0,8,8,things look and seem,
