reward,agent_idx,choice,dominant_topic,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,comment
10,0,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,1,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,2,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,3,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,4,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,5,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,6,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,7,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,8,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
10,9,Safe Option,Topic 1,0.9307679319649126,0.007692406045699287,0.007692486259991795,0.007692307692454849,0.007692469025633253,0.0076925529729276075,0.007692307718302528,0.007692465098313663,0.007692765528547346,0.007692307693217036,"I chose this option because it guarantees a certain outcome, rather than risking the possibility of getting nothing."
