task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,dose_risk_04_02,10,1,13951,5.3125,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,10,2,4162,5.1625,0.47696960070847566,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,10,3,11007,5.15625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,10,4,56793,4.71875,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,10,5,5107,4.509375,3.30897660491503,26,40,result in outcomes
safe_risky_choice,dose_risk_04_02,10,6,46963,4.34375,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_04_02,10,7,53370,4.0,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_04_02,10,8,47380,3.953125,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_04_02,10,9,26699,3.875,0.0,40,40,making a choice
safe_risky_choice,dose_risk_04_02,10,10,48258,3.76640625,0.1377727231428092,40,40,roles and fields
safe_risky_choice,dose_risk_04_02,15,1,5107,6.759375,1.0825588176861327,39,40,result in outcomes
safe_risky_choice,dose_risk_04_02,15,2,13951,5.975,0.3000000000000057,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,15,3,35492,5.540625,0.8874449806889414,39,40,probability and percentages
safe_risky_choice,dose_risk_04_02,15,4,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,15,5,4162,4.8484375,0.16937817109577233,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,15,6,56793,4.75,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,15,7,60836,4.6441650390625,1.901882276235922,39,40,multiplication and digits
safe_risky_choice,dose_risk_04_02,15,8,5007,4.4734375,1.8881123541036295,34,40,mathematical expressions
safe_risky_choice,dose_risk_04_02,15,9,46963,4.25,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_04_02,15,10,15033,4.23828125,1.6019197391211388,35,40,lead to consequences
safe_risky_choice,dose_risk_04_02,20,1,4162,5.90625,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,20,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,20,3,11007,5.0625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,20,4,56793,4.75,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,20,5,46963,4.25,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_04_02,20,6,60228,4.04765625,1.8642136032114007,33,40,"artificial intelligence, such as, due to"
safe_risky_choice,dose_risk_04_02,20,7,53370,3.96875,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_04_02,20,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_04_02,20,9,26699,3.875,0.0,40,40,making a choice
safe_risky_choice,dose_risk_04_02,20,10,12745,3.765625,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_04_02,25,1,4162,5.8125,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,25,2,13951,5.28125,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,25,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,25,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,25,5,64296,4.30546875,0.3030796921680615,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_04_02,25,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_04_02,25,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_04_02,25,8,47380,3.90625,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_04_02,25,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_04_02,25,10,12745,3.78125,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_04_02,30,1,4162,5.96875,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,30,2,13951,5.34375,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,30,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,30,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,30,5,64296,4.246484375,0.2790383418819624,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_04_02,30,6,46963,4.1875,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_04_02,30,7,53370,3.9375,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_04_02,30,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_04_02,30,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_04_02,30,10,12745,3.796875,0.0,40,40,leaving or exiting
safe_risky_choice,dose_risk_04_02,35,1,4162,6.0421875,0.12685152184247084,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,35,2,13951,5.40625,0.0,40,40,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,35,3,11007,4.9375,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky_choice,dose_risk_04_02,35,4,56793,4.78125,0.0,40,40,guaranteed or guarantee
safe_risky_choice,dose_risk_04_02,35,5,46963,4.15625,0.0,40,40,expressing certainty
safe_risky_choice,dose_risk_04_02,35,6,64296,4.1216796875,0.5149050593593,40,40,"when, for, with, good"
safe_risky_choice,dose_risk_04_02,35,7,53370,3.90625,0.0,40,40,rewarding positive outcomes
safe_risky_choice,dose_risk_04_02,35,8,47380,3.875,0.0,40,40,user's choice or preference
safe_risky_choice,dose_risk_04_02,35,9,26699,3.859375,0.0,40,40,making a choice
safe_risky_choice,dose_risk_04_02,35,10,48258,3.7265625,0.013531646934131853,40,40,roles and fields
safe_risky_choice,dose_risk_04_02,40,1,4162,6.0625,0.0,40,40,risk or possibility
safe_risky_choice,dose_risk_04_02,40,2,13951,5.375,0.0,40,40,sum of products for game outcomes
