task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,dose_risk_04_02,1,13951,5.5564285714285715,0.17367795085227247,1400,1400,sum of products for game outcomes
safe_risky_choice,dose_risk_04_02,2,26699,3.7589285714285716,0.06418332620115069,1400,1400,making a choice
safe_risky_choice,dose_risk_04_02,3,47380,3.6397767857142855,0.15354572433349914,1400,1400,user's choice or preference
safe_risky_choice,dose_risk_04_02,4,48258,3.6065959821428573,0.16847215551098227,1400,1400,roles and fields
safe_risky_choice,dose_risk_04_02,5,20504,3.5425669642857143,0.7545032649878939,1360,1400,safe contexts
safe_risky_choice,dose_risk_04_02,6,60836,3.4022321428571427,2.3647390602792737,1002,1400,multiplication and digits
safe_risky_choice,dose_risk_04_02,7,57461,3.3323883928571427,2.0725485637079233,1010,1400,"expectation, anticipation, prediction"
safe_risky_choice,dose_risk_04_02,8,46963,3.3076241629464285,0.8063755030092328,1400,1400,expressing certainty
safe_risky_choice,dose_risk_04_02,9,16735,3.204017857142857,0.012907885977491478,1400,1400,lines following new lines
safe_risky_choice,dose_risk_04_02,10,11007,3.139366629464286,1.4523287285613589,1379,1400,"gar, gu, guarantee, assure"
