task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,dose_altruism_04,10,1,60228,5.96875,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,10,2,40158,4.65625,0.0,40,40,low X
ultimatum_response,dose_altruism_04,10,3,26699,4.34375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,10,4,58448,4.21875,0.0,40,40,such a
ultimatum_response,dose_altruism_04,10,5,58909,4.0625,0.0,40,40,fair and
ultimatum_response,dose_altruism_04,10,6,20797,4.03125,0.0,40,40,expressing apparent states or perceptions
ultimatum_response,dose_altruism_04,10,7,29461,3.873046875,0.07695907337416252,40,40,better financial offers
ultimatum_response,dose_altruism_04,10,8,5546,3.866015625,0.5566633767280125,40,40,fair distribution
ultimatum_response,dose_altruism_04,10,9,24356,3.703125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_04,10,10,50689,3.6984375,0.03089643739580065,40,40,maximum limit payoff
ultimatum_response,dose_altruism_04,15,1,60228,6.03125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,15,2,40158,4.5859375,0.12178482240718669,40,40,low X
ultimatum_response,dose_altruism_04,15,3,26699,4.34375,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,15,4,20797,4.0625,0.0,40,40,expressing apparent states or perceptions
ultimatum_response,dose_altruism_04,15,5,29461,4.037109375,0.22264083005815685,40,40,better financial offers
ultimatum_response,dose_altruism_04,15,6,58909,4.03125,0.0,40,40,fair and
ultimatum_response,dose_altruism_04,15,7,24356,3.765625,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_04,15,8,5546,3.752734375,0.21323653091164538,40,40,fair distribution
ultimatum_response,dose_altruism_04,15,9,59579,3.61953125,2.2293528294296387,29,40,cooperation and cooperative
ultimatum_response,dose_altruism_04,15,10,22551,3.5359375,0.15954341591710616,40,40,game theory variations
ultimatum_response,dose_altruism_04,20,1,11391,6.40625,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_04,20,2,60228,6.03125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,20,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,20,4,50689,4.5625,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_04,20,5,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_04,20,6,29461,3.953125,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_04,20,7,45326,3.921875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_04,20,8,36182,3.921875,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_04,20,9,5546,3.796875,0.0,40,40,fair distribution
ultimatum_response,dose_altruism_04,20,10,238,3.765625,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_04,25,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_04,25,2,60228,5.96875,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,25,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,25,4,50689,4.53125,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_04,25,5,19310,4.28125,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_04,25,6,29461,3.9375,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_04,25,7,36182,3.9375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_04,25,8,45326,3.875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_04,25,9,24356,3.8125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_04,25,10,238,3.796875,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_04,30,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_04,30,2,60228,6.03125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,30,3,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,30,4,50689,4.5625,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_04,30,5,19310,4.28125,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_04,30,6,29461,3.953125,0.0,40,40,better financial offers
ultimatum_response,dose_altruism_04,30,7,36182,3.9375,0.0,40,40,linking words after punctuation
ultimatum_response,dose_altruism_04,30,8,45326,3.875,0.0,40,40,equal opportunity and representation
ultimatum_response,dose_altruism_04,30,9,24356,3.8125,0.0,40,40,explaining a reason
ultimatum_response,dose_altruism_04,30,10,238,3.796875,0.0,40,40,accept and its forms
ultimatum_response,dose_altruism_04,35,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_04,35,2,30263,5.7275390625,2.0695052505651432,40,40,best interest
ultimatum_response,dose_altruism_04,35,3,60228,5.625,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,35,4,28802,4.65859375,0.2622150145723765,40,40,contrast conjunctions like while or although
ultimatum_response,dose_altruism_04,35,5,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,35,6,50689,4.59375,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_04,35,7,53638,4.3640625,1.0011846010944974,38,40,total quantities
ultimatum_response,dose_altruism_04,35,8,20484,4.275,0.9807522622966511,38,40,providing...with
ultimatum_response,dose_altruism_04,35,9,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_04,35,10,24592,4.0640625,1.7072477336985248,34,40,maximize benefits or outcomes
ultimatum_response,dose_altruism_04,40,1,11391,6.375,0.0,40,40,if ... were statements
ultimatum_response,dose_altruism_04,40,2,60228,6.03125,0.0,40,40,"artificial intelligence, such as, due to"
ultimatum_response,dose_altruism_04,40,3,2291,4.9646484375,3.1567860304900868,40,40,rather than
ultimatum_response,dose_altruism_04,40,4,26699,4.625,0.0,40,40,making a choice
ultimatum_response,dose_altruism_04,40,5,50689,4.59375,0.0,40,40,maximum limit payoff
ultimatum_response,dose_altruism_04,40,6,28802,4.2546875,0.5656616873461084,40,40,contrast conjunctions like while or although
ultimatum_response,dose_altruism_04,40,7,19310,4.25,0.0,40,40,rejected or denied
ultimatum_response,dose_altruism_04,40,8,42888,4.24375,2.778186515066978,28,40,rational and logical reasoning
