task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,baseline,1,60228,6.04296875,0.81173905171917,8,8,"artificial intelligence, such as, due to"
ultimatum_response,baseline,2,31084,5.2109375,3.018204450574671,6,8,willing to
ultimatum_response,baseline,3,58909,4.3046875,0.5348567820863357,8,8,fair and
ultimatum_response,baseline,4,24257,4.154296875,0.5386908535452959,8,8,guesses out of
ultimatum_response,baseline,5,50689,3.736328125,0.31526486841362356,8,8,maximum limit payoff
ultimatum_response,baseline,6,29461,3.70703125,0.5524133619500324,8,8,better financial offers
ultimatum_response,baseline,7,5546,3.513671875,0.5855434873150835,8,8,fair distribution
ultimatum_response,baseline,8,20797,3.49609375,1.3216466539622789,7,8,expressing apparent states or perceptions
ultimatum_response,baseline,9,32595,3.48828125,0.06663563323918742,8,8,ratios and scores
ultimatum_response,baseline,10,28895,3.296875,0.0,8,8,explanation or reason
