task,condition,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky_choice,dose_risk_03_01,1,13951,5.558035714285714,0.1754526761882868,1400,1400,sum of products for game outcomes
safe_risky_choice,dose_risk_03_01,2,26699,3.7589285714285716,0.06418332620115069,1400,1400,making a choice
safe_risky_choice,dose_risk_03_01,3,47380,3.6402120535714286,0.1536718223130561,1400,1400,user's choice or preference
safe_risky_choice,dose_risk_03_01,4,48258,3.6080691964285716,0.16990511880788153,1400,1400,roles and fields
safe_risky_choice,dose_risk_03_01,5,20504,3.589966517857143,0.6489290458316969,1377,1400,safe contexts
safe_risky_choice,dose_risk_03_01,6,60836,3.46170166015625,2.34333633507399,1025,1400,multiplication and digits
safe_risky_choice,dose_risk_03_01,7,57461,3.3854910714285715,2.0458404921001803,1026,1400,"expectation, anticipation, prediction"
safe_risky_choice,dose_risk_03_01,8,46963,3.289538138253348,0.8165653248611193,1400,1400,expressing certainty
safe_risky_choice,dose_risk_03_01,9,16735,3.204017857142857,0.012907885977491478,1400,1400,lines following new lines
safe_risky_choice,dose_risk_03_01,10,28895,3.132142857142857,0.036086232817786924,1400,1400,explanation or reason
